probe_id,query,entrezgene,name,symbol,alias,taxid,HGNC,gene,gene_unique
214062_x_at,NFKBIB,4793,NFKB inhibitor beta,NFKBIB,"IKBB, TRIP9",9606,HGNC:7798,NFKBIB,NFKBIB
203927_at,NFKBIE,4794,NFKB inhibitor epsilon,NFKBIE,IKBE,9606,HGNC:7799,NFKBIE,NFKBIE
217722_s_at,NGRN,51335,"neugrin, neurite outgrowth associated",NGRN,DSC92,9606,HGNC:18077,NGRN,NGRN
213918_s_at,NIPBL,25836,NIPBL cohesin loading factor,NIPBL,"CDLS, CDLS1, IDN3, IDN3-B, Scc2",9606,HGNC:28862,NIPBL,NIPBL
201709_s_at,NIPSNAP1,8508,nipsnap homolog 1,NIPSNAP1,,9606,HGNC:7827,NIPSNAP1,NIPSNAP1
201591_s_at,NISCH,11188,nischarin,NISCH,"I-1, IR1, IRAS, hIRAS",9606,HGNC:18006,NISCH,NISCH
202891_at,NIT1,4817,nitrilase 1,NIT1,,9606,HGNC:7828,NIT1,NIT1
201158_at,NMT1,4836,N-myristoyltransferase 1,NMT1,"HsNMT1, NMT",9606,HGNC:7857,NMT1,NMT1
202784_s_at,NNT,23530,nicotinamide nucleotide transhydrogenase,NNT,GCCD4,9606,HGNC:7863,NNT,NNT
221567_at,NOL3,8996,nucleolar protein 3,NOL3,"ARC, FCM, MYOCL1, MYP, NOP",9606,HGNC:7869,NOL3,NOL3
205895_s_at,NOLC1,9221,nucleolar and coiled-body phosphoprotein 1,NOLC1,"NOPP130, NOPP140, NS5ATP13, P130, Srp40",9606,HGNC:15608,NOLC1,NOLC1
205581_s_at,NOS3,4846,nitric oxide synthase 3,NOS3,"ECNOS, eNOS",9606,HGNC:7876,NOS3,NOS3
217950_at,NOSIP,51070,nitric oxide synthase interacting protein,NOSIP,CGI-25,9606,HGNC:17946,NOSIP,NOSIP
218902_at,NOTCH1,4851,notch receptor 1,NOTCH1,"AOS5, AOVD1, TAN1, hN1",9606,HGNC:7881,NOTCH1,NOTCH1
202679_at,NPC1,4864,NPC intracellular cholesterol transporter 1,NPC1,"NPC, POGZ, SLC65A1",9606,HGNC:7897,NPC1,NPC1
218086_at,NPDC1,56654,"neural proliferation, differentiation and control 1",NPDC1,"CAB, CAB-, CAB-1, CAB1, NPDC-1",9606,HGNC:7899,NPDC1,NPDC1
89476_r_at,NPEPL1,79716,aminopeptidase like 1,NPEPL1,bA261P9.2,9606,HGNC:16244,NPEPL1,NPEPL1
203246_s_at,TUSC4,10641,"NPR2 like, GATOR1 complex subunit",NPRL2,"FFEVF2, NPR2, NPR2L, TUSC4",9606,HGNC:24969,TUSC4,TUSC4
218215_s_at,NR1H2,7376,nuclear receptor subfamily 1 group H member 2,NR1H2,"LXR-b, LXRB, NER, NER-I, RIP15",9606,HGNC:7965,NR1H2,NR1H2
209262_s_at,NR2F6,2063,nuclear receptor subfamily 2 group F member 6,NR2F6,"EAR-2, EAR2, ERBAL2",9606,HGNC:7977,NR2F6,NR2F6
216321_s_at,NR3C1,2908,nuclear receptor subfamily 3 group C member 1,NR3C1,"GCCR, GCR, GCRST, GR, GRL",9606,HGNC:7978,NR3C1,NR3C1
202647_s_at,NRAS,4893,"NRAS proto-oncogene, GTPase",NRAS,"ALPS4, CMNS, KRAS, N-ras, NCMS",9606,HGNC:7989,NRAS,NRAS
202599_s_at,NRIP1,8204,nuclear receptor interacting protein 1,NRIP1,"CAKUT3, RIP140",9606,HGNC:8001,NRIP1,NRIP1
215093_at,NSDHL,50814,NAD(P) dependent steroid dehydrogenase-like,NSDHL,"H105E3, SDR31E1, XAP104",9606,HGNC:13398,NSDHL,NSDHL
217830_s_at,NSFL1C,55968,NSFL1 cofactor,NSFL1C,"P47, UBX1, UBXD10, UBXN2C, dJ776F14.1",9606,HGNC:15912,NSFL1C,NSFL1C
218051_s_at,NT5DC2,64943,5'-nucleotidase domain containing 2,NT5DC2,,9606,HGNC:25717,NT5DC2,NT5DC2
203675_at,NUCB2,4925,nucleobindin 2,NUCB2,"HEL-S-109, NEFA",9606,HGNC:8044,NUCB2,NUCB2
201270_x_at,NUDCD3,23386,NudC domain containing 3,NUDCD3,NudCL,9606,HGNC:22208,NUDCD3,NUDCD3
218375_at,NUDT9,53343,nudix hydrolase 9,NUDT9,NUDT10,9606,HGNC:8056,NUDT9,NUDT9
202184_s_at,NUP133,55746,nucleoporin 133,NUP133,"GAMOS8, NPHS18, hNUP133",9606,HGNC:18016,NUP133,NUP133
202153_s_at,NUP62,23636,nucleoporin 62,NUP62,"IBSN, SNDI, p62",9606,HGNC:8066,NUP62,NUP62
218014_at,NUP85,79902,nucleoporin 85,NUP85,"FROUNT, NPHS17, Nup75",9606,HGNC:8734,NUP85,NUP85
202900_s_at,NUP88,4927,nucleoporin 88,NUP88,FADS4,9606,HGNC:8067,NUP88,NUP88
202188_at,NUP93,9688,nucleoporin 93,NUP93,NIC96,9606,HGNC:28958,NUP93,NUP93
218039_at,NUSAP1,51203,nucleolar and spindle associated protein 1,NUSAP1,"ANKT, BM037, LNP, NUSAP, PRO0310p1",9606,HGNC:18538,NUSAP1,NUSAP1
207877_s_at,NVL,4931,nuclear VCP like,NVL,NVL2,9606,HGNC:8070,NVL,NVL
205085_at,ORC1L,4998,origin recognition complex subunit 1,ORC1,"HSORC1, ORC1L, PARC1",9606,HGNC:8487,ORC1L,ORC1L
208717_at,OXA1L,5018,OXA1L mitochondrial inner membrane protein,OXA1L,OXA1,9606,HGNC:8526,OXA1L,OXA1L
202780_at,OXCT1,5019,3-oxoacid CoA-transferase 1,OXCT1,"OXCT, SCOT",9606,HGNC:8527,OXCT1,OXCT1
202696_at,OXSR1,9943,oxidative stress responsive kinase 1,OXSR1,OSR1,9606,HGNC:8508,OXSR1,OXSR1
202733_at,P4HA2,8974,prolyl 4-hydroxylase subunit alpha 2,P4HA2,"MYP25, lncRNA-PE",9606,HGNC:8547,P4HA2,P4HA2
222125_s_at,P4HTM,54681,"prolyl 4-hydroxylase, transmembrane",P4HTM,"EGLN4, HIDEA, HIFPH4, P4H-TM, PH-4",9606,HGNC:28858,P4HTM,P4HTM
218744_s_at,PACSIN3,29763,protein kinase C and casein kinase substrate in neurons 3,PACSIN3,SDPIII,9606,HGNC:8572,PACSIN3,PACSIN3
202093_s_at,PAF1,54623,"PAF1 homolog, Paf1/RNA polymerase II complex component",PAF1,"F23149_1, PD2",9606,HGNC:25459,PAF1,PAF1
200816_s_at,PAFAH1B1,5048,platelet activating factor acetylhydrolase 1b regulatory subunit 1,PAFAH1B1,"LIS1, LIS2, MDCR, MDS, NudF",9606,HGNC:8574,PAFAH1B1,PAFAH1B1
203228_at,PAFAH1B3,5050,platelet activating factor acetylhydrolase 1b catalytic subunit 3,PAFAH1B3,PAFAHG,9606,HGNC:8576,PAFAH1B3,PAFAH1B3
201014_s_at,PAICS,10606,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,PAICS,"ADE2, ADE2H1, AIRC, PAICSD, PAIS",9606,HGNC:8587,PAICS,PAICS
209615_s_at,PAK1,5058,p21 (RAC1) activated kinase 1,PAK1,"IDDMSSD, PAKalpha, alpha-PAK, p65-PAK",9606,HGNC:8590,PAK1,PAK1
203154_s_at,PAK4,10298,p21 (RAC1) activated kinase 4,PAK4,,9606,HGNC:16059,PAK4,PAK4
219461_at,PAK6,56924,p21 (RAC1) activated kinase 6,PAK6,PAK5,9606,HGNC:16061,PAK6,PAK6
203117_s_at,PAN2,9924,poly(A) specific ribonuclease subunit PAN2,PAN2,USP52,9606,HGNC:20074,PAN2,PAN2
218809_at,PANK2,80025,pantothenate kinase 2,PANK2,"C20orf48, HARP, HSS, NBIA1, PKAN",9606,HGNC:15894,PANK2,PANK2
218271_s_at,PARL,55486,presenilin associated rhomboid like,PARL,"PRO2207, PSARL, PSARL1, PSENIP2, RHBDS1",9606,HGNC:18253,PARL,PARL
203905_at,PARN,5073,poly(A)-specific ribonuclease,PARN,"DAN, DKCB6, PFBMFT4",9606,HGNC:8609,PARN,PARN
208644_at,PARP1,142,poly(ADP-ribose) polymerase 1,PARP1,"ADPRT, ADPRT 1, ADPRT1, ARTD1, PARP",9606,HGNC:270,PARP1,PARP1
214086_s_at,PARP2,10038,poly(ADP-ribose) polymerase 2,PARP2,"ADPRT2, ADPRTL2, ADPRTL3, ARTD2, PARP-2",9606,HGNC:272,PARP2,PARP2
121_at,PAX8,7849,paired box 8,PAX8,PAX-8,9606,HGNC:8622,PAX8,PAX8
203557_s_at,PCBD1,5092,pterin-4 alpha-carbinolamine dehydratase 1,PCBD1,"DCOH, PCBD, PCD, PHS",9606,HGNC:8646,PCBD1,PCBD1
212694_s_at,PCCB,5096,propionyl-CoA carboxylase subunit beta,PCCB,,9606,HGNC:8654,PCCB,PCCB
202847_at,PCK2,5106,"phosphoenolpyruvate carboxykinase 2, mitochondrial",PCK2,"PEPCK, PEPCK-M, PEPCK2",9606,HGNC:8725,PCK2,PCK2
202174_s_at,PCM1,5108,pericentriolar material 1,PCM1,"PTC4, RET/PCM-1",9606,HGNC:8727,PCM1,PCM1
205202_at,PCMT1,5110,protein-L-isoaspartate (D-aspartate) O-methyltransferase,PCMT1,PIMT,9606,HGNC:8728,PCMT1,PCMT1
201202_at,PCNA,5111,proliferating cell nuclear antigen,PCNA,ATLD2,9606,HGNC:8729,PCNA,PCNA
205463_s_at,PDGFA,5154,platelet derived growth factor subunit A,PDGFA,"PDGF-A, PDGF1",9606,HGNC:8799,PDGFA,PDGFA
203067_at,PDHX,8050,pyruvate dehydrogenase complex component X,PDHX,"DLDBP, E3BP, OPDX, PDHXD, PDX1",9606,HGNC:21350,PDHX,PDHX
203857_s_at,PDIA5,10954,protein disulfide isomerase family A member 5,PDIA5,PDIR,9606,HGNC:24811,PDIA5,PDIA5
208690_s_at,PDLIM1,9124,PDZ and LIM domain 1,PDLIM1,"CLIM1, CLP-36, CLP36, HEL-S-112, hCLIM1",9606,HGNC:2067,PDLIM1,PDLIM1
212140_at,PDS5A,23244,PDS5 cohesin associated factor A,PDS5A,"PIG54, SCC-112, SCC112",9606,HGNC:29088,PDS5A,PDS5A
204742_s_at,PDS5B,23047,PDS5 cohesin associated factor B,PDS5B,"APRIN, AS3, CG008",9606,HGNC:20418,PDS5B,PDS5B
221142_s_at,PECR,55825,peroxisomal trans-2-enoyl-CoA reductase,PECR,"DCRRP, HPDHASE, HSA250303, PVIARL, SDR29C1",9606,HGNC:18281,PECR,PECR
202108_at,PEPD,5184,peptidase D,PEPD,PROLIDASE,9606,HGNC:8840,PEPD,PEPD
205251_at,PER2,8864,period circadian regulator 2,PER2,"FASPS, FASPS1",9606,HGNC:8846,PER2,PER2
205161_s_at,PEX11A,8800,peroxisomal biogenesis factor 11 alpha,PEX11A,"PEX11-ALPHA, PEX11alpha, PMP28, hsPEX11p",9606,HGNC:8852,PEX11A,PEX11A
201707_at,PEX19,5824,peroxisomal biogenesis factor 19,PEX19,"D1S2223E, HK33, PBD12A, PMP1, PMPI",9606,HGNC:9713,PEX19,PEX19
201102_s_at,PFKL,5211,"phosphofructokinase, liver type",PFKL,"ATP-PFK, PFK-B, PFK-L",9606,HGNC:8876,PFKL,PFKL
200886_s_at,PGAM1,5223,phosphoglycerate mutase 1,PGAM1,"HEL-S-35, PGAM-B, PGAMA",9606,HGNC:8888,PGAM1,PGAM1
201968_s_at,PGM1,5236,phosphoglucomutase 1,PGM1,"CDG1T, GSD14",9606,HGNC:8905,PGM1,PGM1
201121_s_at,PGRMC1,10857,progesterone receptor membrane component 1,PGRMC1,"Dap1, HPR6.6, IZA, MPR",9606,HGNC:16090,PGRMC1,PGRMC1
212726_at,PHF2,5253,PHD finger protein 2,PHF2,"CENP-35, GRC5, JHDM1E, KDM7C",9606,HGNC:8920,PHF2,PHF2
201397_at,PHGDH,26227,phosphoglycerate dehydrogenase,PHGDH,"3-PGDH, 3PGDH, HEL-S-113, NLS, NLS1",9606,HGNC:8923,PHGDH,PHGDH
205450_at,PHKA1,5255,phosphorylase kinase regulatory subunit alpha 1,PHKA1,PHKA,9606,HGNC:8925,PHKA1,PHKA1
202738_s_at,PHKB,5257,phosphorylase kinase regulatory subunit beta,PHKB,,9606,HGNC:8927,PHKB,PHKB
203709_at,PHKG2,5261,phosphorylase kinase catalytic subunit gamma 2,PHKG2,GSD9C,9606,HGNC:8931,PHKG2,PHKG2
205452_at,PIGB,9488,phosphatidylinositol glycan anchor biosynthesis class B,PIGB,"DEE80, EIEE80, GPI-MT-III, PIG-B",9606,HGNC:8959,PIGB,PIGB
217872_at,PIH1D1,55011,PIH1 domain containing 1,PIH1D1,"DNAAF14, MOT48, NOP17, Pih1",9606,HGNC:26075,PIH1D1,PIH1D1
204484_at,PIK3C2B,5287,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,PIK3C2B,C2-PI3K,9606,HGNC:8972,PIK3C2B,PIK3C2B
204297_at,PIK3C3,5289,phosphatidylinositol 3-kinase catalytic subunit type 3,PIK3C3,"VPS34, Vps34, hVps34",9606,HGNC:8974,PIK3C3,PIK3C3
204369_at,PIK3CA,5290,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",PIK3CA,"CCM4, CLAPO, CLOVE, CWS5, MCAP",9606,HGNC:8975,PIK3CA,PIK3CA
202743_at,PIK3R3,8503,phosphoinositide-3-kinase regulatory subunit 3,PIK3R3,"p55, p55-GAMMA, p55PIK",9606,HGNC:8981,PIK3R3,PIK3R3
212740_at,PIK3R4,30849,phosphoinositide-3-kinase regulatory subunit 4,PIK3R4,"VPS15, p150",9606,HGNC:8982,PIK3R4,PIK3R4
202927_at,PIN1,5300,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",PIN1,"DOD, UBL5",9606,HGNC:8988,PIN1,PIN1
201080_at,PIP4K2B,8396,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,PIP4K2B,"PI5P4KB, PIP5K2B, PIP5KIIB, PIP5KIIbeta, PIP5P4KB",9606,HGNC:8998,PIP4K2B,PIP4K2B
218667_at,PJA1,64219,praja ring finger ubiquitin ligase 1,PJA1,"PRAJA1, RNF70",9606,HGNC:16648,PJA1,PJA1
202328_s_at,PKD1,5310,"polycystin 1, transient receptor potential channel interacting",PKD1,"PBP, PC1, Pc-1, TRPP1",9606,HGNC:9008,PKD1,PKD1
202732_at,PKIG,11142,cAMP-dependent protein kinase inhibitor gamma,PKIG,PKI-gamma,9606,HGNC:9019,PKIG,PKIG
204458_at,PLA2G15,23659,phospholipase A2 group XV,PLA2G15,"ACS, GXVPLA2, LLPL, LPLA2, LYPLA3",9606,HGNC:17163,PLA2G15,PLA2G15
210145_at,PLA2G4A,5321,phospholipase A2 group IVA,PLA2G4A,"GURDP, PLA2G4, cPLA2, cPLA2-alpha",9606,HGNC:9035,PLA2G4A,PLA2G4A
213384_x_at,PLCB3,5331,phospholipase C beta 3,PLCB3,SMDCD,9606,HGNC:9056,PLCB3,PLCB3
218290_at,PLEKHJ1,55111,pleckstrin homology domain containing J1,PLEKHJ1,GNRPX,9606,HGNC:18211,PLEKHJ1,PLEKHJ1
212717_at,PLEKHM1,9842,pleckstrin homology and RUN domain containing M1,PLEKHM1,"AP162, B2, OPTA3, OPTB6",9606,HGNC:29017,PLEKHM1,PLEKHM1
202240_at,PLK1,5347,polo like kinase 1,PLK1,"PLK, STPK13",9606,HGNC:9077,PLK1,PLK1
202185_at,PLOD3,8985,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,LH3,9606,HGNC:9083,PLOD3,PLOD3
201136_at,PLP2,5355,proteolipid protein 2,PLP2,"A4, A4LSB",9606,HGNC:9087,PLP2,PLP2
209147_s_at,PPAP2A,8611,phospholipid phosphatase 1,PLPP1,"LLP1a, LPP1, PAP-2a, PAP2, PPAP2A",9606,HGNC:9228,PPAP2A,PPAP2A
205190_at,PLS1,5357,plastin 1,PLS1,DFNA76,9606,HGNC:9090,PLS1,PLS1
202446_s_at,PLSCR1,5359,phospholipid scramblase 1,PLSCR1,MMTRA1B,9606,HGNC:9092,PLSCR1,PLSCR1
56197_at,PLSCR3,57048,phospholipid scramblase 3,PLSCR3,,9606,HGNC:16495,PLSCR3,PLSCR3
204285_s_at,PMAIP1,5366,phorbol-12-myristate-13-acetate-induced protein 1,PMAIP1,"APR, NOXA",9606,HGNC:9108,PMAIP1,PMAIP1
203201_at,PMM2,5373,phosphomannomutase 2,PMM2,"CDG1, CDG1a, CDGS, PMI, PMI1",9606,HGNC:9115,PMM2,PMM2
218961_s_at,PNKP,11284,polynucleotide kinase 3'-phosphatase,PNKP,"AOA4, CMT2B2, EIEE10, MCSZ, PNK",9606,HGNC:9154,PNKP,PNKP
203616_at,POLB,5423,DNA polymerase beta,POLB,,9606,HGNC:9174,POLB,POLB
203213_at,CDC2,5424,"DNA polymerase delta 1, catalytic subunit",POLD1,"CDC2, CRCS10, MDPL, POLD",9606,HGNC:9175,CDC2,CDC2
202996_at,POLD4,57804,"DNA polymerase delta 4, accessory subunit",POLD4,"POLDS, p12",9606,HGNC:14106,POLD4,POLD4
205909_at,POLE2,5427,"DNA polymerase epsilon 2, accessory subunit",POLE2,DPE2,9606,HGNC:9178,POLE2,POLE2
205811_at,POLG2,11232,"DNA polymerase gamma 2, accessory subunit",POLG2,"HP55, MTDPS16, MTDPS16A, MTDPS16B, MTPOLB",9606,HGNC:9180,POLG2,POLG2
207515_s_at,POLR1C,9533,RNA polymerase I and III subunit C,POLR1C,"AC40, HLD11, RPA39, RPA40, RPA5",9606,HGNC:20194,POLR1C,POLR1C
212955_s_at,POLR2I,5438,RNA polymerase II subunit I,POLR2I,"RPB9, hRPB14.5",9606,HGNC:9196,POLR2I,POLR2I
202635_s_at,POLR2K,5440,"RNA polymerase II, I and III subunit K",POLR2K,"ABC10-alpha, RPABC4, RPB10alpha, RPB12, RPB7.0",9606,HGNC:9198,POLR2K,POLR2K
219459_at,POLR3B,55703,RNA polymerase III subunit B,POLR3B,"C128, CMT1I, HLD8, INMAP, RPC2",9606,HGNC:30348,POLR3B,POLR3B
202868_s_at,POP4,10775,"POP4 homolog, ribonuclease P/MRP subunit",POP4,RPP29,9606,HGNC:30081,POP4,POP4
37152_at,PPARD,5467,peroxisome proliferator activated receptor delta,PPARD,"FAAR, NR1C2, NUC1, NUCI, NUCII",9606,HGNC:9235,PPARD,PPARD
208510_s_at,PPARG,5468,peroxisome proliferator activated receptor gamma,PPARG,"CIMT1, GLM1, NR1C3, PPARG1, PPARG2",9606,HGNC:9236,PPARG,PPARG
204517_at,PPIC,5480,peptidylprolyl isomerase C,PPIC,CYPC,9606,HGNC:9256,PPIC,PPIC
202494_at,PPIE,10450,peptidylprolyl isomerase E,PPIE,"CYP-33, CYP33",9606,HGNC:9258,PPIE,PPIE
201489_at,PPIF,10105,peptidylprolyl isomerase F,PPIF,"CYP3, CyP-M, Cyp-D, CypD",9606,HGNC:9259,PPIF,PPIF
204788_s_at,PPOX,5498,protoporphyrinogen oxidase,PPOX,"PPO, V290M, VP",9606,HGNC:9280,PPOX,PPOX
216347_s_at,PPP1R13B,23368,protein phosphatase 1 regulatory subunit 13B,PPP1R13B,"ASPP1, p53BP2-like, p85",9606,HGNC:14950,PPP1R13B,PPP1R13B
207749_s_at,PPP2R3A,5523,protein phosphatase 2 regulatory subunit B''alpha,PPP2R3A,"PPP2R3, PR130, PR72",9606,HGNC:9307,PPP2R3A,PPP2R3A
218852_at,PPP2R3C,55012,protein phosphatase 2 regulatory subunit B''gamma,PPP2R3C,"C14orf10, G4-1, G5pr, GDRM, SPGF36",9606,HGNC:17485,PPP2R3C,PPP2R3C
202187_s_at,PPP2R5A,5525,protein phosphatase 2 regulatory subunit B'alpha,PPP2R5A,"B56A, B56alpha, PR61A",9606,HGNC:9309,PPP2R5A,PPP2R5A
204611_s_at,PPP2R5B,5526,protein phosphatase 2 regulatory subunit B'beta,PPP2R5B,"B56B, B56beta, PR61B",9606,HGNC:9310,PPP2R5B,PPP2R5B
203338_at,PPP2R5E,5529,protein phosphatase 2 regulatory subunit B'epsilon,PPP2R5E,"B56E, B56epsilon",9606,HGNC:9313,PPP2R5E,PPP2R5E
202429_s_at,PPP3CA,5530,protein phosphatase 3 catalytic subunit alpha,PPP3CA,"ACCIID, CALN, CALNA, CALNA1, CCN1",9606,HGNC:9314,PPP3CA,PPP3CA
201594_s_at,PPP4R1,9989,protein phosphatase 4 regulatory subunit 1,PPP4R1,"MEG1, PP4(Rmeg), PP4R1",9606,HGNC:9320,PPP4R1,PPP4R1
203456_at,PRAF2,11230,PRA1 domain family member 2,PRAF2,"JM4, Yip6a",9606,HGNC:28911,PRAF2,PRAF2
201494_at,PRCP,5547,prolylcarboxypeptidase,PRCP,"HUMPCP, PCP",9606,HGNC:9344,PRCP,PRCP
202801_at,PRKACA,5566,protein kinase cAMP-activated catalytic subunit alpha,PRKACA,"CAFD1, PKACA, PPNAD4",9606,HGNC:9380,PRKACA,PRKACA
218292_s_at,PRKAG2,51422,protein kinase AMP-activated non-catalytic subunit gamma 2,PRKAG2,"AAKG, AAKG2, CMH6, H91620p, WPWS",9606,HGNC:9386,PRKAG2,PRKAG2
202545_at,PRKCD,5580,protein kinase C delta,PRKCD,"ALPS3, CVID9, MAY1, PKCD, nPKC-delta",9606,HGNC:9399,PRKCD,PRKCD
206099_at,PRKCH,5583,protein kinase C eta,PRKCH,"PKC-L, PKCL, PRKCL, nPKC-eta, uORF2",9606,HGNC:9403,PRKCH,PRKCH
210038_at,PRKCQ,5588,protein kinase C theta,PRKCQ,"PRKCT, nPKC-theta",9606,HGNC:9410,PRKCQ,PRKCQ
204061_at,PRKX,5613,protein kinase X-linked,PRKX,PKX1,9606,HGNC:9441,PRKX,PRKX
207808_s_at,PROS1,5627,protein S,PROS1,"PROS, PS21, PS22, PS23, PS24",9606,HGNC:9456,PROS1,PROS1
209161_at,PRPF4,9128,pre-mRNA processing factor 4,PRPF4,"HPRP4, HPRP4P, PRP4, Prp4p, RP70",9606,HGNC:17349,PRPF4,PRPF4
219127_at,ATAD4,79170,proline rich 15 like,PRR15L,ATAD4,9606,HGNC:28149,ATAD4,ATAD4
219742_at,PRR7,80758,"proline rich 7, synaptic",PRR7,,9606,HGNC:28130,PRR7,PRR7
202458_at,PRSS23,11098,serine protease 23,PRSS23,"SIG13, SPUVE, ZSIG13",9606,HGNC:14370,PRSS23,PRSS23
209586_s_at,PRUNE,58497,prune exopolyphosphatase 1,PRUNE1,"DRES-17, DRES17, H-PRUNE, HTCD37, NMIHBA",9606,HGNC:13420,PRUNE,PRUNE
209337_at,PSIP1,11168,PC4 and SFRS1 interacting protein 1,PSIP1,"DFS70, LEDGF, PAIP, PSIP2, p52",9606,HGNC:9527,PSIP1,PSIP1
202659_at,PSMB10,5699,proteasome 20S subunit beta 10,PSMB10,"LMP10, MECL1, PRAAS5, beta2i",9606,HGNC:9538,PSMB10,PSMB10
209040_s_at,PSMB8,5696,proteasome 20S subunit beta 8,PSMB8,"ALDD, D6S216, D6S216E, JMP, LMP7",9606,HGNC:9545,PSMB8,PSMB8
219485_s_at,PSMD10,5716,"proteasome 26S subunit, non-ATPase 10",PSMD10,"dJ889N15.2, p28, p28(GANK)",9606,HGNC:9555,PSMD10,PSMD10
200830_at,PSMD2,5708,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2",PSMD2,"P97, RPN1, S2, TRAP2",9606,HGNC:9559,PSMD2,PSMD2
200882_s_at,PSMD4,5710,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4",PSMD4,"AF, AF-1, ASF, MCB1, Rpn10",9606,HGNC:9561,PSMD4,PSMD4
203447_at,PSMD5,5711,"proteasome 26S subunit, non-ATPase 5",PSMD5,S5B,9606,HGNC:9563,PSMD5,PSMD5
207805_s_at,PSMD9,5715,"proteasome 26S subunit, non-ATPase 9",PSMD9,"Rpn4, p27",9606,HGNC:9567,PSMD9,PSMD9
200814_at,PSME1,5720,proteasome activator subunit 1,PSME1,"HEL-S-129m, IFI5111, PA28A, PA28alpha, REGalpha",9606,HGNC:9568,PSME1,PSME1
201762_s_at,PSME2,5721,proteasome activator subunit 2,PSME2,"PA28B, PA28beta, REGbeta",9606,HGNC:9569,PSME2,PSME2
201052_s_at,PSMF1,9491,proteasome inhibitor subunit 1,PSMF1,PI31,9606,HGNC:9571,PSMF1,PSMF1
203405_at,PSMG1,8624,proteasome assembly chaperone 1,PSMG1,"C21LRP, DSCR2, LRPC21, PAC-1, PAC1",9606,HGNC:3043,PSMG1,PSMG1
201896_s_at,PSRC1,84722,proline and serine rich coiled-coil 1,PSRC1,"DDA3, FP3214",9606,HGNC:24472,PSRC1,PSRC1
204054_at,PTEN,5728,phosphatase and tensin homolog,PTEN,"10q23del, BZS, CWS1, DEC, GLM2",9606,HGNC:9588,PTEN,PTEN
204748_at,PTGS2,5743,prostaglandin-endoperoxide synthase 2,PTGS2,"COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2",9606,HGNC:9605,PTGS2,PTGS2
208820_at,PTK2,5747,protein tyrosine kinase 2,PTK2,"FADK, FADK 1, FAK, FAK1, FRNK",9606,HGNC:9611,PTK2,PTK2
203110_at,PTK2B,2185,protein tyrosine kinase 2 beta,PTK2B,"CADTK, CAKB, FADK2, FAK2, PKB",9606,HGNC:9612,PTK2B,PTK2B
202716_at,PTPN1,5770,protein tyrosine phosphatase non-receptor type 1,PTPN1,PTP1B,9606,HGNC:9642,PTPN1,PTPN1
202006_at,PTPN12,5782,protein tyrosine phosphatase non-receptor type 12,PTPN12,"PTP-PEST, PTPG1",9606,HGNC:9645,PTPN12,PTPN12
206687_s_at,PTPN6,5777,protein tyrosine phosphatase non-receptor type 6,PTPN6,"HCP, HCPH, HPTP1C, PTP-1C, SH-PTP1",9606,HGNC:9658,PTPN6,PTPN6
207238_s_at,PTPRC,5788,protein tyrosine phosphatase receptor type C,PTPRC,"B220, CD45, CD45R, GP180, IMD105",9606,HGNC:9666,PTPRC,PTPRC
200636_s_at,PTPRF,5792,protein tyrosine phosphatase receptor type F,PTPRF,"BNAH2, LAR",9606,HGNC:9670,PTPRF,PTPRF
203038_at,PTPRK,5796,protein tyrosine phosphatase receptor type K,PTPRK,R-PTP-kappa,9606,HGNC:9674,PTPRK,PTPRK
209899_s_at,PUF60,22827,poly(U) binding splicing factor 60,PUF60,"FIR, RoBPI, SIAHBP1, VRJS",9606,HGNC:17042,PUF60,PUF60
201608_s_at,PWP1,11137,"PWP1 homolog, endonuclein",PWP1,IEF-SSP-9502,9606,HGNC:17015,PWP1,PWP1
219076_s_at,PXMP2,5827,peroxisomal membrane protein 2,PXMP2,"MPV17L3, PMP22",9606,HGNC:9716,PXMP2,PXMP2
201087_at,PXN,5829,paxillin,PXN,,9606,HGNC:9718,PXN,PXN
202148_s_at,PYCR1,5831,pyrroline-5-carboxylate reductase 1,PYCR1,"ARCL2B, ARCL3B, P5C, P5CR, PIG45",9606,HGNC:9721,PYCR1,PYCR1
202990_at,PYGL,5836,glycogen phosphorylase L,PYGL,GSD6,9606,HGNC:9725,PYGL,PYGL
218948_at,QRSL1,55278,glutaminyl-tRNA amidotransferase subunit QRSL1,QRSL1,"COXPD40, GatA",9606,HGNC:21020,QRSL1,QRSL1
203884_s_at,RAB11FIP2,22841,RAB11 family interacting protein 2,RAB11FIP2,"Rab11-FIP2, nRip11",9606,HGNC:29152,RAB11FIP2,RAB11FIP2
220964_s_at,RAB1B,81876,"RAB1B, member RAS oncogene family",RAB1B,,9606,HGNC:18370,RAB1B,RAB1B
203885_at,RAB21,23011,"RAB21, member RAS oncogene family",RAB21,,9606,HGNC:18263,RAB21,RAB21
